,FAC_NAME,site_match,FAC_SEQ_NUM,FAC_TYP_CD,FACTYPDESC,INFRASTRUC,PRESSR_ZN_NM,PRESSR_ZN_QTY,SIZE_NUM,SMPL_TYP_CD,FEED_SRC_NM,MAPNG_STAT_CD,FNCTNL_CD,OWNERSHIP_CD,OWNERSHIP_CD_DESC,STRT_ADDR_TYP_CD,DIV_MAINT_BY_CD,DIV_DESC,INTERCEPTOR_IND,STA_PRIM_NUM,STA_SCNDRY_NUM,ACTL_INST_DT_IND,INST_DT,LOCN_DESC_TXT,OLD_SPLASH1_DWO_ID,OLD_SPLASH1_WORK_ORDR_ID,GPS_SURVEYOR_IND,GPS_X_COORD_NUM,GPS_Y_COORD_NUM,FAC_STAT_CD,MAP_ID,FLD_BK_PAGE_NUM,FLD_BK_GRID_NUM,THOMAS_BROTHERS_CD,STRT_NUM,STRT_PREDIR_CD,STRT_NM,STRT_SFX_CD,STRT_UNIT_NUM,STRT_GATED_COMNTY_IND,NAD83E_NUM,NAD83N_NUM,NAD27E_NUM,NAD27N_NUM,OLD_FAC_SEQ_NUM,SENSITIVE_LAND_IND,GEOMETRY_ORIENTATION,DRAWG_NUM,DRAWG_SHEET_NUM,DRAWG_TYP_CD,DRAWG_TYP_CD_DESC,IAMFLOC,SAPOBJNR
117,55A SYS,TRUE,5483583,SLOC,SAMPLE LOCATION,W,NORTHWEST MESA,559,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,"5183 ARVINELS AV LOCATION PER MARGARET GLASER, 2/3/04",NA,1,N,0,0,A,287,F10S,5,1228H7,0,,,,,NA,6277591.001,1886693.127,1716206.669,246249.1266,NA,N,-0.83,NA,NA,,NA,UW-WS-TRN-SLOC-S240,IF?0100000000000141306
118,50A SYS,TRUE,5483584,SLOC,SAMPLE LOCATION,W,NORTHWEST MESA,559,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,2693 MELBOURNE DR LOCATION PER MARGARET GLASER 2/3/04,NA,1,N,0,0,A,540,I15S,1,1.25E+09,0,,,,,NA,6292823.501,1869558.127,1731439.245,229114.1266,NA,N,-126.79,NA,NA,,NA,UW-WS-TRN-SLOC-S241,IF?0100000000000141341
119,336 SYS,TRUE,5550618,SLOC,SAMPLE LOCATION,W,OAKS NORTH,865,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,N,,17696 MONTERO RD,NA,NA,N,0,0,A,698,L07N,3,1170D2,17696,,MONTERO,RD,,NA,6315694.501,1953822.251,1754310.36,313378.2507,NA,N,-12.31,NA,NA,,NA,UW-WS-TRN-SLOC-S309,IF?0100000000000140510
121,284 SYS,TRUE,5503981,SLOC,SAMPLE LOCATION,W,OTAY MESA,680,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,N,,OCEAN VIEW HILLS PKWY & SEA DRIFT WY,NA,NA,N,0,0,A,521,N34S,4,1330J7,5097,,SEA REEF,PL,,NA,6323501.594,1790708.36,1762117.492,150264.3596,NA,N,7.39,NA,NA,,NA,UW-WS-TRN-SLOC-S260,IF?0100000000000141131
123,131 SYS,TRUE,543978,SLOC,SAMPLE LOCATION,W,OTAY REGULATED,270,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,EAST PARK AV/SAN YSIDRO BL; SAMPLE STANCHION,NA,1,N,0,0,A,257,M37S,1,1350G4,125,,EAST PARK,AV,,NA,6316907.51,1782006.985,1755523.374,141562.9849,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S127,IF?0100000000000143361
126,341 SYS,TRUE,5592562,SLOC,SAMPLE LOCATION,W,PACIFIC BEACH,307,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,N,,"LOC IN FRONT OF RESTAURANT, DOCKHOUSE DELI",NA,NA,N,0,0,A,333,C18S,2,1268B4,1840,,QUIVIRA,WY,B-1,NA,6258860,1857549.377,1697475.574,217105.3766,NA,N,5.49,NA,NA,,NA,UW-WS-TRN-SLOC-S334,IF?0100000000000140793
127,255 SYS,TRUE,520758,SLOC,SAMPLE LOCATION,W,PACIFICA,340,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,4949 PACIFICA DR,1,NA,N,0,0,A,423,D13S,4,1248C4,4949,,PACIFICA,DR,,NA,6262842.5,1876275.374,1701458.094,235831.374,NA,Y,-170.58,NA,NA,,NA,UW-WS-TRN-SLOC-S073,IF?0100000000000141897
129,342 SYS,TRUE,5607579,SLOC,SAMPLE LOCATION,W,PARADISE HILLS #1,472,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,Y,?7?/?12?/?10? ?5?:?00? ?PM,2883 KEEN DR,NA,NA,N,0,0,A,806,L26S,3,1310F2,2883,,KEEN,DR,,NA,6316039.396,1824634.892,1754655.257,184190.8917,NA,N,-72.21,NA,NA,,NA,UW-WS-TRN-SLOC-S339,IF?0100000000000141440
130,256 SYS,TRUE,542101,SLOC,SAMPLE LOCATION,W,PARADISE HILLS #2,590,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,1808 SEA STAR LANE (HOSEBIB ON BACKFLOW PREV CAGE),1,NA,N,0,0,A,657,L25S,2,1.29E+10,6610,,POTOMAC,ST,,NA,6313606.903,1830173.638,1752222.751,189729.6385,NA,N,-13.17,NA,NA,,NA,UW-WS-TRN-SLOC-S121,IF?0100000000000142309
131,171 SYS,TRUE,5205422,SLOC,SAMPLE LOCATION,W,PARADISE MESA,610,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,"6541 BROADWAY  SAMPLE STANCHION
",NA,NA,N,0,0,A,681,L22S,2,1290D3,6541,,BROADWAY,,,NA,6313471.001,1841133.127,1752086.848,200689.1266,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S159,IF?0100000000000141750
132,269 SYS,TRUE,5207118,SLOC,SAMPLE LOCATION,W,PARADISE MESA,610,0.5,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,1513 STATTON CT  PARADISE MESA DISTIBUTION RESERVOIR,NA,NA,N,0,0,A,512,M24S,1,1290F6,0,,,,,NA,6316751.434,1832955.787,1755367.297,192511.7874,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S179,IF?0100000000000141991
133,257 SYS,TRUE,516392,SLOC,SAMPLE LOCATION,W,PARKVIEW,600,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,ACROSS FROM 1565  CALLE DE CINCO SAMPLE STANCHION,NA,NA,N,0,0,A,572,B12S,6,1247J3,5456,,CASTLE HILLS,DR,,NA,6255238.517,1879386.611,1693854.073,238942.6109,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S058,IF?0100000000000142145
134,68 SYS,TRUE,528453,SLOC,SAMPLE LOCATION,W,PENASQUITOS,920,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,OVIEDO ST/BLACK MOUNTAIN RD,NA,NA,N,0,0,A,620,H02N,3,1189D3,0,,,,,NA,6292346.001,1933489.751,1730961.742,293045.7507,NA,Y,0.09,NA,NA,,NA,UW-WS-TRN-SLOC-S087,IF?0100000000000142294
136,19 SYS,TRUE,5207119,SLOC,SAMPLE LOCATION,W,PENASQUITOS,920,0,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,?6?/?16?/?65? ?5?:?00? ?PM,PENASQUITOS DISTIBUTION RESERVOIR,NA,NA,N,0,0,A,120,J04N,6,1169H7,0,,,,,NA,6303359.865,1939516.962,1741975.662,299072.9619,NA,Y,0,11311,2,D,NA,UW-WS-TRN-SLOC-S180,IF?0100000000000142046
137,234A SYS,TRUE,5587573,SLOC,SAMPLE LOCATION,W,PENASQUITOS,920,0.5,,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,14300 CUCA ST,NA,NA,N,0,0,A,190,J03N,5,1189H2,14125,,CUCA,ST,,NA,6302258.301,1935205.272,1740874.092,294761.2723,NA,N,-21.95,NA,NA,,NA,UW-WS-TRN-SLOC-S333,IF?0100000000000140696
139,277A SYS,TRUE,5607578,SLOC,SAMPLE LOCATION,W,PENASQUITOS PARK VW,470,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,12241 CAM DEL SUR @ DORMOUSE,NA,NA,N,0,0,A,477,G01S,6,1189A7,12241,,CAM DEL SUR,,,NA,6285055.121,1923694.888,1723670.827,283250.8885,NA,N,58,NA,NA,,NA,UW-WS-TRN-SLOC-S338,IF?0100000000000141738
140,339 SYS,TRUE,5573678,SLOC,SAMPLE LOCATION,W,PINNACLE,470,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,11911 CARMEL CREEK RD,NA,NA,N,0,0,A,733,C02S,3,1208B1,11911,,CARMEL CREEK,RD,,NA,6262176.155,1921119.216,1700791.746,280675.2159,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S324,IF?0100000000000140797
141,44 SYS,TRUE,518987,SLOC,SAMPLE LOCATION,W,POINT LOMA,260,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,VOLTAIRE ST/EBERS ST; FIRE STATION/SAMPLE STANCHION,NA,NA,N,0,0,A,616,C19S,1,1268A6,4711,,VOLTAIRE,ST,,NA,6256700,1853673.999,1695315.564,213229.9993,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S070,IF?0100000000000141876
142,43 SYS,TRUE,519412,SLOC,SAMPLE LOCATION,W,POINT LOMA,260,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,ROSECRANS ST(300BLK); SAMPLE STANCHION,NA,1,N,0,0,A,258,C22S,4,1288A4,300,,ROSECRANS,ST,,NA,6257514.501,1838769.626,1696130.069,198325.626,NA,N,-11.62,NA,NA,,NA,UW-WS-TRN-SLOC-S071,IF?0100000000000142061
144,235 SYS,TRUE,537274,SLOC,SAMPLE LOCATION,W,POMERADO PARK,920,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,15855 TURTLEBACK RD. SAMPLE STANCHION,NA,NA,N,0,0,A,627,K06N,4,1169J5,15855,,TURTLEBACK,RD,,NA,6304846.23,1946511.988,1743462.035,306067.9882,NA,N,-136.98,NA,NA,,NA,UW-WS-TRN-SLOC-S107,IF?0100000000000142438
145,20 SYS,TRUE,5207490,SLOC,SAMPLE LOCATION,W,POMERADO PARK,920,0,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,16000 BLK AVNDA VENUSTO NORTH SIDE OF DISTRIBUTION RESERVOIR,NA,NA,N,0,0,A,694,K05N,3,1170A5,0,,,,,NA,6309036.152,1946167.375,1747651.977,305723.3753,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S182,IF?0100000000000141812
148,258 SYS,TRUE,515816,SLOC,SAMPLE LOCATION,W,PRESTWICK ESTATES,355,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,8455 WESTWAY DR,1,NA,N,0,0,A,391,B09S,3,1227H4,8455,,WESTWAY,DR,,NA,6254652.5,1894101.499,1693268.053,253657.4993,NA,N,-17.96,NA,NA,,NA,UW-WS-TRN-SLOC-S054,IF?0100000000000141873
149,306 SYS,TRUE,5525469,SLOC,SAMPLE LOCATION,W,PRINCESS DEL SOL,390,0,DP,NA,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,F,,,N,0,0,N,,1332 KENALAN DR,NA,NA,N,0,0,A,824,L35S,3,1350F1,1332,,KENALAN,DR,,NA,6315480.499,1789050.627,1754096.356,148606.6266,NA,N,88.54,NA,NA,,NA,UW-WS-TRN-SLOC-S284,IF?0100000000000141104
150,211A SYS,TRUE,5205448,SLOC,SAMPLE LOCATION,W,PRINCESS GARDENS,345,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,7228 WEMBLEY ST,1,NA,N,0,0,A,444,K14S,1,1250A5,7228,,WEMBLEY,ST,,NA,6305927.316,1872544.619,1744543.126,232100.6194,NA,N,-1.48,NA,NA,,NA,UW-WS-TRN-SLOC-S166,IF?0100000000000141701
151,135 SYS,TRUE,528074,SLOC,SAMPLE LOCATION,W,PRINCIPAL DOWNTOWN,231,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,ACROSS FROM 1782 NEWTON AV,NA,NA,N,0,0,A,611,G23S,6,1289C5,1775,,NEWTON,AV,,NA,6285399.898,1836049.505,1724015.605,195605.5046,NA,N,139.62,NA,NA,,NA,UW-WS-TRN-SLOC-S085,IF?0100000000000142207
154,332 SYS,TRUE,5552068,SLOC,SAMPLE LOCATION,W,PRINCIPAL DOWNTOWN,231,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,W G ST,NA,NA,N,0,0,A,1025,F22S,5,1288J3,1277,W,G,ST,,NA,6277315.358,1840216.211,1715931.024,199772.2106,NA,N,31.55,NA,NA,,NA,UW-WS-TRN-SLOC-S312,IF?0100000000000140593
155,136 SYS,TRUE,5586820,SLOC,SAMPLE LOCATION,W,PRINCIPAL DOWNTOWN,231,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,Y,?4?/?1?/?09? ?5?:?00? ?PM,333 HARBOR DR BEHIND MARRIOTT HOTEL,NA,NA,N,0,0,A,59,F23S,3,1289A4,355,,HARBOR,DR,,NA,6280240.292,1838354.249,1718855.973,197910.2487,NA,N,140.32,NA,NA,,NA,UW-WS-TRN-SLOC-S325,IF?0100000000000140895
156,231 SYS,TRUE,531032,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0.5,,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,FAIRGROVE LN/SALMON RIVER RD,NA,NA,N,0,0,A,410,I01N,1,1.19E+07,0,,,,,NA,6294243.399,1929454.813,1732859.15,289010.813,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S090,IF?0100000000000142529
159,21 SYS,TRUE,5486932,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,16061 BIG SPRINGS WY,NA,NA,N,0,0,A,874,K06N,4,1169J4,0,,,,,NA,6306145.013,1947480.358,1744760.824,307036.3576,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S254,IF?0100000000000141073
160,289 SYS,TRUE,5504022,SLOC,SAMPLE LOCATION,W,RANCHO BERNARDO,793,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,ESCALA DR & CAMBERWELL LN,NA,NA,N,0,0,A,621,L09N,1,1150B6,10940,,SCRIPPS RANCH,BL,,NA,6312185.571,1960907.756,1750801.412,320463.7559,NA,N,-139.01,NA,NA,,NA,UW-WS-TRN-SLOC-S265,IF?0100000000000141224
167,270A SYS,TRUE,5586469,SLOC,SAMPLE LOCATION,W,RANCHO DEL SOL,470,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,RANCHO DEL SOL & RANCHO DEL AZALEAS,NA,NA,N,0,0,A,591,F02N,5,1188G4,0,,,,,NA,6276933.96,1932100.18,1715549.625,291656.1804,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S332,IF?0100000000000140654
168,230 SYS,TRUE,515580,SLOC,SAMPLE LOCATION,W,RANCHO SANTA FE,284,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,CAMTO MAR DE PLATA & FORTALEZA,NA,NA,N,0,0,A,67,B04N,6,1187H1,0,,,,,NA,6256089.826,1938952.487,1694705.387,298508.4869,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S052,IF?0100000000000142004
170,150 SYS,TRUE,541230,SLOC,SAMPLE LOCATION,W,REDWOOD VILLAGE,645,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,ACORN ST/62ND ST; FIRE STATION/SAMPLE STANCHION,NA,NA,N,0,0,A,842,L18S,1,1270C3,0,,,,,NA,6311517.835,1857534.321,1750133.672,217090.3209,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S120,IF?0100000000000142448
172,108 SYS,TRUE,5485691,SLOC,SAMPLE LOCATION,W,REDWOOD VILLAGE,645,0,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,6056 HUGHES ST,NA,NA,N,0,0,A,753,L19S,1,1270C5,0,,,,,NA,6310506.923,1852586.46,1749122.755,212142.46,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S246,IF?0100000000000141330
173,151A SYS,TRUE,5529617,SLOC,SAMPLE LOCATION,W,REDWOOD VILLAGE,645,0,,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,4929 CATOCTIN DR SAMPLE STANCHION,NA,NA,N,0,0,A,1084,L17S,5,1270D2,0,,,,,NA,6312621.854,1860084.613,1751237.697,219640.6129,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S296,IF?0100000000000140659
175,305 SYS,TRUE,5524136,SLOC,SAMPLE LOCATION,W,REMINGTON HILLS,543,0,DP,NA,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,4948 1/2 CARBINE WY,NA,NA,N,0,0,A,579,M36S,2,1350H2,0,,,,,NA,6320376.007,1786178.944,1758991.889,145734.9436,NA,Y,43.51,NA,NA,,NA,UW-WS-TRN-SLOC-S283,IF?0100000000000140995
178,302 SYS,TRUE,5504030,SLOC,SAMPLE LOCATION,W,RIVIERA DEL SOL,550,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,A,WO,WATER OPERATIONS,N,0,0,N,,4610 PACIFIC RIVIERA WY,NA,NA,N,0,0,A,517,M35S,5,1350H1,4610,,PACIFIC RIVIERA,WY,,NA,6319703.12,1788222.874,1758318.999,147778.874,NA,N,-146.6,NA,NA,,NA,UW-WS-TRN-SLOC-S273,IF?0100000000000141125
180,303A SYS,TRUE,5585816,SLOC,SAMPLE LOCATION,W,RIVIERA SHORES,430,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,1469 RIVIERA SHORES ST.,1,NA,N,0,0,A,711,M35S,2,1350G1,1469,,RIVIERA SHORES,ST,,NA,6318999.15,1788690.154,1757615.025,148246.1542,NA,Y,87.06,NA,NA,,NA,UW-WS-TRN-SLOC-S328,IF?0100000000000140650
181,299 SYS,TRUE,5525477,SLOC,SAMPLE LOCATION,W,ROBINHOOD RIDGE,580,0,DP,NA,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,AVNDA DE LAS VISTAS & VISTA SAN RAFAEL,NA,NA,N,0,0,A,513,N34S,2,1331A7,0,,,,,NA,6326286.102,1792930.328,1764902.014,152486.3281,NA,Y,166.96,NA,NA,,NA,UW-WS-TRN-SLOC-S287,IF?0100000000000140776
182,259 SYS,TRUE,524966,SLOC,SAMPLE LOCATION,W,RODEFER,370,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,3945 ALAMEDA DR,1,NA,N,0,0,A,1002,F19S,1,1268H5,3945,,ALAMEDA,DR,,NA,6274562.5,1853583.251,1713178.153,213139.2513,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S082,IF?0100000000000142105
183,322 SYS,TRUE,5550623,SLOC,SAMPLE LOCATION,W,ROSECRANS,225,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,,NA,NA,N,0,0,A,1194,D20S,4,1288D1,2305,,HISTORIC DECATUR,RD,,NA,6264385.535,1848234.78,1703001.137,207790.7802,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S311,IF?0100000000000140535
184,261 SYS,TRUE,517560,SLOC,SAMPLE LOCATION,W,SAN ANDRES,440,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,VIA CAMPESTRE & CAMTO PUNTA ARENAS,NA,NA,N,0,0,A,189,C04N,4,1187J1,14797,,CAMTO PUNTA ARENAS,,,NA,6256863.379,1939414.875,1695478.944,298970.8753,NA,Y,-132.21,NA,NA,,NA,UW-WS-TRN-SLOC-S064,IF?0100000000000142134
185,212 SYS,TRUE,542723,SLOC,SAMPLE LOCATION,W,SAN CARLOS,849,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,RONDEL CT/TUXEDO RD; PUBLIC PARK/SAMPLE STANCHION,NA,NA,N,0,0,A,130,M13S,4,1.25E+07,0,,,,,NA,6317044.501,1875158.875,1755660.367,234714.8747,NA,N,0.72,17799,6,D,NA,UW-WS-TRN-SLOC-S124,IF?0100000000000142242
189,262 SYS,TRUE,540873,SLOC,SAMPLE LOCATION,W,SAN CARLOS ESTATES,930,0.75,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,Y,?7?/?7?/?10? ?5?:?00? ?PM,6669 LINDA LANE SAMPLE STANCHION,NA,NA,N,0,0,A,531,L16S,3,1.25E+10,6669,,LINDA,LN,,NA,6314958.999,1866159.626,1753574.854,225715.626,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S119,IF?0100000000000142349
191,210 SYS,TRUE,540577,SLOC,SAMPLE LOCATION,W,SAN CARLOS REDUCED,692,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,ACROSS FROM 6619 CIBOLA RD (IN FRONT OF PARK) ,NA,NA,N,0,0,A,295,L14S,3,1250D4,6619,,CIBOLA,RD,,NA,6314566.168,1874249.449,1753182.021,233805.4488,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S118,IF?0100000000000142295
192,326 SYS,TRUE,5554209,SLOC,SAMPLE LOCATION,W,SANTA LUZ,950,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,8555 1/2 RUN OF THE KNOLLS,NA,NA,N,0,0,A,534,H04N,2,1169C7,1277,W,G,ST,,NA,6289821.709,1941356.26,1728437.438,300912.2598,NA,Y,88.66,NA,NA,,NA,UW-WS-TRN-SLOC-S313,IF?0100000000000140641
193,307 SYS,TRUE,5525470,SLOC,SAMPLE LOCATION,W,SCRIPPS EASTVIEW,890,0,DP,NA,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,N,,11455 EASTRIDGE PL,NA,NA,N,0,0,A,761,L03S,2,1210D1,0,,,,,NA,6314192.251,1917959.833,1752808.102,277515.8327,NA,Y,-19.04,NA,NA,,NA,UW-WS-TRN-SLOC-S285,IF?0100000000000141302
194,226 SYS,TRUE,539715,SLOC,SAMPLE LOCATION,W,SCRIPPS HILLS,1200,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,MEADOWDALE LN/WALNUTDALE ST; SAMPLE STANCHION,NA,NA,N,0,0,A,150,L04S,5,1210C4,0,,,,,NA,6312627.999,1910757.625,1751243.842,270313.6247,NA,N,7.71,NA,NA,,NA,UW-WS-TRN-SLOC-S113,IF?0100000000000142522
196,224 SYS,TRUE,536862,SLOC,SAMPLE LOCATION,W,SCRIPPS RANCH,1020,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,10054 AVENIDA MAGNIFICA @ PUBLIC SCHOOL,NA,NA,N,0,0,A,388,K04S,4,1209J4,10054,,AVNDA MAGNIFICA,,,NA,6305513.999,1910922.749,1744129.807,270478.7493,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S106,IF?0100000000000142260
198,22 SYS,TRUE,5207493,SLOC,SAMPLE LOCATION,W,SCRIPPS RANCH,1020,0,DR,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,"11225 BLK SPRING CANYON RD
SOUTHEAST OF DISTRIBUTION RESERVOIR",NA,NA,N,0,0,A,488,L03S,4,1210B2,0,,,,,NA,6310953.409,1916158.743,1749569.244,275714.7434,NA,N,0,NA,NA,,NA,UW-WS-TRN-SLOC-S185,IF?0100000000000141861
200,325 SYS,TRUE,5564260,SLOC,SAMPLE LOCATION,W,SCRIPPS RANCH,1020,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,WO,WATER OPERATIONS,N,0,0,N,,OLD CREEK RD & WHISPERING RIDGE RD,NA,NA,N,0,0,A,245,M03S,3,1210F2,14846,,OLD CREEK,RD,,NA,6321800.676,1917131.043,1760416.565,276687.0433,NA,Y,-24.82,NA,NA,,NA,UW-WS-TRN-SLOC-S318,IF?0100000000000140634
201,331 SYS,TRUE,5597998,SLOC,SAMPLE LOCATION,W,SCRIPPS RANCH BSTD,1150,0.5,DP,NA,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,ACROSS FROM 11705 SEMILLON BL,NA,NA,N,0,0,A,684,K03S,2,1210A2,0,,,,,NA,6307966.772,1916488.153,1746582.591,276044.1529,NA,N,-26.92,NA,NA,,NA,UW-WS-TRN-SLOC-S337,IF?0100000000000141676
202,185 SYS,TRUE,5205426,SLOC,SAMPLE LOCATION,W,SCRIPPS RANCH NORTH,890,0.5,DP,NA,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,N,,11198 IVY HILL DR. SAMPLE STANCHION,NA,NA,N,0,0,A,1061,J02S,3,1189J7,11198,,IVY HILL,DR,,NA,6303797.057,1921340.213,1742412.856,280896.2133,NA,N,160.33,NA,NA,,NA,UW-WS-TRN-SLOC-S163,IF?0100000000000141708
